시설명,도로명주소,경도,위도
레몬트리모텔,서울 구로구 경인로20나길 44,126.841663894739,37.4943497896978
오슬로모텔,서울 구로구 개봉로20길 93,126.85975455825547,37.493158995118314
스테이션 호텔,서울 구로구 구로중앙로 135-4,126.882981855626,37.4998787609789
올리브모텔,서울 구로구 디지털로32길 97-31,126.9010123563712,37.48395553037663
비둘기여인숙,서울 구로구 도림로3길 30,126.886930726559,37.4865161720996
호텔소호,서울 구로구 디지털로32다길 20,126.899663713374,37.482094711517
굿모닝모텔,서울 구로구 새말로18길 146,126.892325027531,37.5000687486646
샘모텔,서울 구로구 고척로 235,126.859091664544,37.5065318300314
수모텔,서울 구로구 구로동로25길 18,126.882975777181,37.4907290354514
쥬얼리모텔,서울 구로구 구로동로25길 30,126.8822385991,37.4906814505862
세븐,서울 구로구 경인로22길 33,126.845491214829,37.4962253457239
나인로드,서울 구로구 디지털로32다길 20-6,126.899486062898,37.4822008795226
구인장,서울 구로구 경인로58길 5-7,126.879682635742,37.5022441901312
우정장여관,서울 구로구 구로동로22길 5-6,126.884958400505,37.4897254586947
피아노모텔,서울 구로구 경인로22길 17,126.844654852206,37.4960044034714
비모텔,서울 구로구 경인로22길 43,126.846101806666,37.4962549749153
현대모텔,서울 구로구 디지털로32길 97-11,126.900774522665,37.4834003097847
스테이션 호스텔,서울 구로구 도림로 6,126.886737162872,37.4851608709134
리베라모텔,서울 구로구 경인로20나길 54,126.84124592156331,37.49414830440682
나인,서울 구로구 공원로6가길 22,126.890991406223,37.502604757048
폭스모텔,서울 구로구 경인로 226-34,126.846042818248,37.4963449986396
폼여관,서울 구로구 디지털로 228,126.891290643179,37.4802960992704
남양장,서울 구로구 디지털로19길 30,126.88981292833022,37.481081310982646
코지모텔,서울 구로구 도림로19길 8,126.891335390994,37.4899927882347
원흥장,서울 구로구 구로동로 104-1,126.884988146329,37.4880243857761
유정장,서울 구로구 구로동로 22,126.886871521744,37.4837878633946
우성여인숙,서울 구로구 구로동로 170,126.88339396593,37.4937613369005
신세대여관,서울 구로구 경서로 82-4,126.861028568661,37.5037446142388
흥부모텔,서울 구로구 구로동로28길 18,126.885056397896,37.4907094538826
자기야모텔,서울 금천구 디지털로 208-12,126.88965170314,37.4784673340466
3S호텔 독산점,서울 금천구 시흥대로 353,126.89717227494756,37.46525449890566
호텔트리플8,서울 금천구 시흥대로56길 15,126.90249917722446,37.45261330984207
넘버25,서울 금천구 가산로 32,126.89941337739786,37.471477905953584
하얀모텔,서울 금천구 시흥대로123길 44,126.896051481922,37.4713984104672
대림장,서울 금천구 독산로 288,126.90341173839154,37.47243180752989
호텔인카페 독산사거리점,서울 금천구 가산로 35,126.898899494134,37.4711224693973
리치호텔,서울 금천구 가산로 153,126.890148789724,37.4787164757138
더스테이호텔,서울 금천구 디지털로11길 14,126.88862615018974,37.47931332018537
마리호텔,서울 금천구 디지털로11길 12,126.888764284231,37.4791764969648
미니멀시즌호텔,서울 금천구 시흥대로141길 84,126.89800677217,37.4766944474633
H호텔,서울 금천구 디지털로11길 18,126.88850279891844,37.479392492626864
팰리스파크,서울 금천구 디지털로 208-8,126.889533948837,37.478586157199
유성장여관,서울 금천구 독산로 239-1,126.901997211361,37.4683292438817
영빈모텔,서울 금천구 시흥대로61길 38,126.89853530453,37.4536902877095
썸모텔,서울 금천구 벚꽃로40길 11,126.883448000871,37.4822735449826
대호모텔,서울 금천구 가산로3길 10,126.89507328554373,37.47245352964685
꼬모쉐 시흥사거리점,서울 금천구 금하로 613,126.89943716408935,37.45456323890434
온천장여관,서울 금천구 독산로 268,126.90312028845,37.4705142193369
연수장여관,서울 금천구 시흥대로 334,126.8978563630993,37.46333456417727
준희빈모텔,서울 금천구 시흥대로52길 35,126.90182073232006,37.45287016760094
휴모텔,서울 금천구 독산로 327,126.90324772646598,37.476011385007546
스테이원 독산역점,서울 금천구 범안로17길 74,126.89376681174,37.4698015904752
더스테이365 구로디지털점,서울 금천구 독산로 356-1,126.903997373196,37.4785825758977
진영장,서울 금천구 벚꽃로38길 32,126.884752355187,37.4825280078168
화성여인숙,서울 금천구 시흥대로 89,126.90310941017049,37.44214853605975
궁전파크,서울 금천구 가산로 19-1,126.900677767397,37.4710780259748
타임모텔,서울 금천구 시흥대로61길 24,126.899362193337,37.4540009431392
덕수모텔,서울 금천구 시흥대로61길 42-1,126.898282306386,37.4535675324765
은성장모텔,서울 금천구 독산로75길 3,126.902150351523,37.4687870841688
서울장,서울 금천구 남부순환로110길 3,126.894649392801,37.4780646396983
올리브,서울 금천구 시흥대로58길 5,126.901525728727,37.4537513830976
M모텔,서울 금천구 독산로 327-1,126.903289422669,37.476115035229
서림장여관,서울 금천구 시흥대로52길 39,126.901878207779,37.4529957264408
독산고시원,서울 금천구 시흥대로 471,126.89819477966512,37.47561249731259
우신장,서울 금천구 금하로9길 8,126.902335393696,37.455149525731
태평장,서울 금천구 독산로 239-1,126.901974570073,37.4683544533992
남천여인숙,서울 금천구 남부순환로108길 20-25,126.89135770003588,37.47849144021055
천강장,서울 금천구 남부순환로108길 28,126.891799553768,37.4778458221843
동성장,서울 금천구 독산로 323-1,126.903303560229,37.4756717501378
중앙여인숙,서울 금천구 남부순환로108길 11,126.89265482211991,37.47824214526187
월성장여관,서울 금천구 독산로 266,126.903034513896,37.4704060277455
골든리버호텔,경기 광명시 소하로92번길 6-9,126.882825926824,37.4476533845269
더월호텔,경기 광명시 범안로 990,126.874316338961,37.4590649775355
W호텔,경기 광명시 범안로 988,126.87412666540604,37.4589377330031
노원모텔,서울 노원구 노해로75길 14-7,127.0577406288138,37.654537715253994
세피아호텔,서울 노원구 노해로75길 20-17,127.058221438526,37.6549447229456
호텔어반,서울 노원구 노해로75길 14-9,127.05789365194572,37.65458449133738
모모호텔,서울 노원구 노해로75길 14-13,127.058076111353,37.6545952134397
