학교명,학교급구분,설립형태,소재지도로명주소,위도,경도,변경일자
서울장월초등학교,초등학교,공립,서울특별시 성북구 한천로101길 66,37.62194109,127.0471628,2025-10-25
서울지향초등학교,초등학교,공립,서울특별시 양천구 신정로11길 74,37.51283768,126.8370238,2025-10-25
서울시흥초등학교,초등학교,공립,서울특별시 금천구 독산로23길 26,37.45534062,126.9046393,2025-10-25
서울발산초등학교,초등학교,공립,서울특별시 강서구 강서로45길 113,37.55026244,126.8309944,2025-10-25
경일중학교,중학교,공립,서울특별시 성동구 성수일로 27,37.54382982,127.0478683,2025-10-25
영훈고등학교,고등학교,사립,서울특별시 강북구 도봉로13가길 19,37.61468187,127.0280933,2025-10-25
세화고등학교,고등학교,사립,서울특별시 서초구 신반포로 56-7,37.50199646,126.99423,2025-10-25
청원고등학교,고등학교,사립,서울특별시 노원구 한글비석로 506,37.66525155,127.0625329,2025-10-25
남대문중학교,중학교,사립,서울특별시 성북구 한천로 660-30,37.61865113,127.0551517,2025-10-25
서울신대림초등학교,초등학교,공립,서울특별시 영등포구 대림로8길 25,37.49215682,126.9058543,2025-10-25
서울우이초등학교,초등학교,공립,서울특별시 강북구 삼양로99길 36,37.63865468,127.0148822,2025-10-25
광성중학교,중학교,사립,서울특별시 마포구 신수로8길 20,37.54869756,126.9359696,2025-10-25
영등포공업고등학교,고등학교,사립,서울특별시 강서구 허준로5길 15,37.56983562,126.8500283,2025-10-25
서울녹천초등학교,초등학교,공립,서울특별시 노원구 마들로3길 34,37.6285066,127.0631172,2025-10-25
서울미양초등학교,초등학교,공립,서울특별시 강북구 솔샘로 195,37.62153242,127.0141334,2025-10-25
매원초등학교,초등학교,사립,서울특별시 성북구 북악산로 870,37.59767468,127.0191869,2025-10-25
중동중학교,중학교,사립,서울특별시 강남구 일원로8길 37,37.48851679,127.078612,2025-10-25
가재울중학교,중학교,공립,서울특별시 서대문구 수색로 100-75,37.57517186,126.9099537,2025-10-25
노일중학교,중학교,공립,서울특별시 노원구 동일로231길 24,37.67260103,127.0535508,2025-10-25
한성여자고등학교,고등학교,사립,서울특별시 성북구 삼선교로16길 117,37.5830649,127.0117841,2025-10-25
서울송파초등학교,초등학교,공립,서울특별시 송파구 백제고분로 400,37.50713737,127.111119,2025-10-25
장원중학교,중학교,공립,서울특별시 중구 동호로15길 93-34,37.55396452,127.0060429,2025-10-25
서울도곡초등학교,초등학교,공립,서울특별시 강남구 선릉로64길 33,37.49951141,127.0544655,2025-10-25
서울디자인고등학교,고등학교,사립,서울특별시 마포구 백범로 139,37.54670177,126.9469053,2025-10-25
대치중학교,중학교,공립,서울특별시 강남구 남부순환로378길 39,37.48457751,127.0470652,2025-10-25
덕성여자고등학교,고등학교,사립,서울특별시 종로구 율곡로3길 50,37.57776082,126.9835581,2025-10-25
대청중학교,중학교,공립,서울특별시 강남구 양재천로 321,37.49043056,127.0583501,2025-10-25
서울신자초등학교,초등학교,공립,서울특별시 광진구 뚝섬로46길 64,37.53027881,127.0755876,2025-10-25
예일여자중학교,중학교,사립,서울특별시 은평구 연서로 117,37.6109459,126.9147928,2025-10-25
정의여자고등학교,고등학교,사립,서울특별시 도봉구 노해로49길 69,37.65335584,127.0324273,2025-10-25
서울영본초등학교,초등학교,공립,서울특별시 동작구 만양로12가길 69,37.51129869,126.9486724,2025-10-25
여의도중학교,중학교,공립,서울특별시 영등포구 국제금융로7길 46,37.5239802,126.9357531,2025-10-25
서울대방초등학교,초등학교,공립,서울특별시 영등포구 여의대방로35길 14,37.50290012,126.9190202,2025-10-25
녹천중학교,중학교,공립,서울특별시 노원구 월계로 376,37.63108361,127.0617375,2025-10-25
고려대학교사범대학부속중학교,중학교,사립,서울특별시 성북구 정릉로 161,37.60783857,127.0028302,2025-10-25
양화중학교,중학교,공립,서울특별시 영등포구 당산로 56,37.5196596,126.8959945,2025-10-25
예일여자고등학교,고등학교,사립,서울특별시 은평구 연서로 117,37.6109459,126.9147928,2025-10-25
서울명덕초등학교,초등학교,공립,서울특별시 강동구 양재대로156길 11,37.55676233,127.1450815,2025-10-25
서울목원초등학교,초등학교,공립,서울특별시 양천구 목동중앙로 204,37.54291947,126.8824459,2025-10-25
서울도성초등학교,초등학교,공립,서울특별시 강남구 역삼로 313,37.50146201,127.0488722,2025-10-25
한양초등학교,초등학교,사립,서울특별시 성동구 살곶이길 208,37.55762103,127.0502634,2025-10-25
대원고등학교,고등학교,사립,서울특별시 광진구 용마산로22길 26,37.56249279,127.0894374,2025-10-25
영신고등학교,고등학교,공립,서울특별시 영등포구 대방천로14길 18,37.49810094,126.909739,2025-10-25
영등포여자고등학교,고등학교,공립,서울특별시 영등포구 영등포로62길 13,37.51538845,126.9153563,2025-10-25
면목중학교,중학교,공립,서울특별시 중랑구 용마산로70길 37,37.58321586,127.0963033,2025-10-25
이화여자외국어고등학교,고등학교,사립,서울특별시 중구 통일로4길 30,37.56557732,126.9696417,2025-10-25
중앙고등학교,고등학교,사립,서울특별시 종로구 창덕궁길 164,37.58378822,126.9874726,2025-10-25
서울노일초등학교,초등학교,공립,서울특별시 노원구 동일로 1625,37.67375444,127.0549667,2025-10-25
영등포고등학교,고등학교,공립,서울특별시 동작구 등용로8길 5,37.5080846,126.9331435,2025-10-25
인창중학교,중학교,사립,서울특별시 서대문구 경기대로 65,37.56488513,126.9640232,2025-10-25
서울강월초등학교,초등학교,공립,서울특별시 양천구 신월로 97,37.51634172,126.8334319,2025-10-25
명지초등학교,초등학교,사립,서울특별시 서대문구 명지2길 32-20,37.58362994,126.9282315,2025-10-25
서울신상도초등학교,초등학교,공립,서울특별시 동작구 장승배기로 14,37.50034802,126.9446159,2025-10-25
효문고등학교,고등학교,공립,서울특별시 도봉구 우이천로 432,37.65269871,127.0184005,2025-10-25
대방중학교,중학교,공립,서울특별시 동작구 여의대방로10길 24,37.49543678,126.9130162,2025-10-25
서울홍파초등학교,초등학교,공립,서울특별시 동대문구 고산자로 518,37.58622252,127.0395199,2025-10-25
서울충무초등학교,초등학교,공립,서울특별시 중구 퇴계로50길 13,37.56194948,127.0012351,2025-10-25
신도고등학교,고등학교,공립,서울특별시 은평구 통일로 961,37.62913251,126.9187486,2025-10-25
서울북한산초등학교,초등학교,공립,서울특별시 은평구 대서문길 42-3,37.65363208,126.9504624,2025-10-25
구암고등학교,고등학교,공립,서울특별시 관악구 성현로 57,37.49244195,126.949625,2025-10-25
서울문백초등학교,초등학교,공립,서울특별시 금천구 시흥대로47길 43-1,37.44709025,126.8986974,2025-10-25
영파여자고등학교,고등학교,사립,서울특별시 송파구 올림픽로 565,37.53273562,127.1197395,2025-10-25
서울대청초등학교,초등학교,공립,서울특별시 강남구 양재대로55길 28,37.4931481,127.0877673,2025-10-25
백석중학교,중학교,공립,서울특별시 강서구 등촌로51나길 35,37.54829091,126.8589539,2025-10-25
서울반원초등학교,초등학교,공립,서울특별시 서초구 잠원로3길 28,37.510312,127.0040536,2025-10-25
서울상지초등학교,초등학교,공립,서울특별시 마포구 월드컵로42길 30,37.57975102,126.8820736,2025-10-25
성일중학교,중학교,공립,서울특별시 동대문구 왕산로23길 55,37.58185023,127.0338291,2025-10-25
서울월곡초등학교,초등학교,공립,서울특별시 성북구 장월로3길 42,37.61002442,127.046081,2025-10-25
선정중학교,중학교,사립,서울특별시 은평구 서오릉로20길 19,37.61870451,126.9090316,2025-10-25
정원여자중학교,중학교,사립,서울특별시 서대문구 연희로37안길 51,37.58538212,126.9333431,2025-10-25
마포고등학교,고등학교,사립,서울특별시 강서구 화곡로 403,37.55998867,126.8531334,2025-10-25
환일중학교,중학교,사립,서울특별시 중구 환일길 47,37.55360775,126.9628071,2025-10-25
서울대림초등학교,초등학교,공립,서울특별시 동작구 대방동1길 22,37.5006148,126.9248833,2025-10-25
세일중학교,중학교,공립,서울특별시 금천구 시흥대로147길 34,37.47459441,126.8953689,2025-10-25
서울중흥초등학교,초등학교,공립,서울특별시 중랑구 봉화산로 82,37.60167188,127.0841422,2025-10-25
중화중학교,중학교,공립,서울특별시 중랑구 용마산로 364,37.58450379,127.0945608,2025-10-25
서울동호초등학교,초등학교,공립,서울특별시 성동구 매봉길 49-35,37.54646244,127.0100328,2025-10-25
서울장충초등학교,초등학교,공립,서울특별시 중구 청구로17길 40,37.55991095,127.0117048,2025-10-25
배재고등학교,고등학교,사립,서울특별시 강동구 고덕로 227,37.55505939,127.1502473,2025-10-25
상명고등학교,고등학교,사립,서울특별시 노원구 덕릉로 553,37.64954781,127.0680416,2025-10-25
서울창신초등학교,초등학교,공립,서울특별시 종로구 지봉로 73,37.57621147,127.0142837,2025-10-25
경기기계공업고등학교,고등학교,공립,서울특별시 노원구 공릉로 264,37.63224005,127.0749285,2025-10-25
면목고등학교,고등학교,공립,서울특별시 중랑구 용마산로72길 36-14,37.58466341,127.0972706,2025-10-25
충암초등학교,초등학교,사립,서울특별시 은평구 가좌로5길 5,37.58464029,126.9218095,2025-10-25
서울고산초등학교,초등학교,공립,서울특별시 구로구 중앙로 6,37.49897255,126.8647727,2025-10-25
서울후암초등학교,초등학교,공립,서울특별시 용산구 두텁바위로 140,37.55136541,126.9817243,2025-10-25
동북초등학교,초등학교,사립,서울특별시 도봉구 시루봉로 53,37.65634868,127.0268766,2025-10-25
정의여자중학교,중학교,사립,서울특별시 도봉구 노해로49길 69,37.65335584,127.0324273,2025-10-25
서울행현초등학교,초등학교,공립,서울특별시 성동구 행당로 95,37.55770899,127.029368,2025-10-25
서울신정고등학교,고등학교,사립,서울특별시 강서구 등촌로13아길 20,37.53838143,126.8570622,2025-10-25
서울잠신초등학교,초등학교,공립,서울특별시 송파구 잠실로 32,37.51411407,127.0879435,2025-10-25
서울동답초등학교,초등학교,공립,서울특별시 동대문구 답십리로60길 12,37.57150142,127.0640341,2025-10-25
신방학중학교,중학교,공립,서울특별시 도봉구 시루봉로 156,37.66414043,127.028899,2025-10-25
구룡중학교,중학교,공립,서울특별시 강남구 선릉로 103,37.48615258,127.056121,2025-10-25
서울강일초등학교,초등학교,공립,서울특별시 강동구 아리수로98길 24,37.56525568,127.1772858,2025-10-25
동원중학교,중학교,공립,서울특별시 중랑구 양원역로 32,37.60380725,127.1094981,2025-10-25
서울구로초등학교,초등학교,공립,서울특별시 구로구 구로중앙로27나길 9,37.49746187,126.8865543,2025-10-25
서울여자중학교,중학교,공립,서울특별시 마포구 백범로25길 34,37.5477805,126.94907,2025-10-25
서울세종고등학교,고등학교,사립,서울특별시 강남구 광평로51길 36,37.49038935,127.1027968,2025-10-25
서울개운초등학교,초등학교,공립,서울특별시 성북구 정릉로48길 52,37.60183902,127.0275962,2025-10-25
서초고등학교,고등학교,공립,서울특별시 서초구 반포대로27길 29,37.48961169,127.0053782,2025-10-25
대경생활과학고등학교,고등학교,사립,서울특별시 중구 매봉18길 111,37.55637326,127.0169792,2025-10-25
서울서교초등학교,초등학교,공립,서울특별시 마포구 와우산로23길 20-27,37.55488903,126.9243787,2025-10-25
진관중학교,중학교,공립,서울특별시 은평구 진관4로 36,37.64425564,126.9257277,2025-10-25
서울북성초등학교,초등학교,공립,서울특별시 서대문구 북아현로1나길 22,37.55963212,126.9518349,2025-10-25
서울안평초등학교,초등학교,공립,서울특별시 동대문구 장한로14길 61,37.56596821,127.0720334,2025-10-25
혜원여자중학교,중학교,사립,서울특별시 중랑구 봉우재로58길 39,37.59327987,127.0970427,2025-10-25
서울한산초등학교,초등학교,공립,서울특별시 강동구 풍성로 261,37.52869458,127.141077,2025-10-25
태강삼육초등학교,초등학교,사립,서울특별시 노원구 화랑로 815,37.64335737,127.1088503,2025-10-25
신일고등학교,고등학교,사립,서울특별시 강북구 솔매로49길 20,37.62796722,127.0284031,2025-10-25
장충고등학교,고등학교,사립,서울특별시 중구 동호로15길 93,37.5535149,127.006415,2025-10-25
여의도고등학교,고등학교,공립,서울특별시 영등포구 국제금융로7길 37,37.52505101,126.9342192,2025-10-25
개웅중학교,중학교,공립,서울특별시 구로구 개봉로11길 81,37.4875269,126.8510711,2025-10-25
서울상신초등학교,초등학교,공립,서울특별시 은평구 가좌로 361,37.59755372,126.9046049,2025-10-25
서울덕수초등학교,초등학교,공립,서울특별시 중구 덕수궁길 140,37.56908888,126.9746579,2025-10-25
서울양강초등학교,초등학교,공립,서울특별시 양천구 오목로 101,37.52423449,126.8478515,2025-10-25
신서고등학교,고등학교,공립,서울특별시 양천구 은행정로 42,37.52391432,126.8602096,2025-10-25
무학여자고등학교,고등학교,공립,서울특별시 성동구 고산자로 197,37.55762633,127.0338809,2025-10-25
잠신중학교,중학교,공립,서울특별시 송파구 잠실로 12,37.51613937,127.087802,2025-10-25
서울안산초등학교,초등학교,공립,서울특별시 서대문구 통일로 321,37.57916901,126.9522097,2025-10-25
서울숭덕초등학교,초등학교,공립,서울특별시 성북구 정릉로 279,37.6038198,127.013291,2025-10-25
방화중학교,중학교,공립,서울특별시 강서구 개화동로27길 9,37.56433471,126.8071069,2025-10-25
동일여자고등학교,고등학교,사립,서울특별시 금천구 탑골로10길 45,37.45193626,126.9158199,2025-10-25
서울서강초등학교,초등학교,공립,서울특별시 마포구 독막로 113,37.54869715,126.9268512,2025-10-25
서울동명초등학교,초등학교,공립,서울특별시 성동구 마장로29길 29,37.56812285,127.0351082,2025-10-25
삼각산고등학교,고등학교,공립,서울특별시 강북구 삼양로19길 40,37.61628573,127.0201333,2025-10-25
명일중학교,중학교,공립,서울특별시 강동구 양재대로156길 57,37.55759545,127.1472905,2025-10-25
서울아이티고등학교,고등학교,사립,서울특별시 노원구 섬밭로 299,37.64241844,127.0624493,2025-10-25
청량고등학교,고등학교,공립,서울특별시 동대문구 왕산로 303,37.588886,127.051311,2025-10-25
서울개일초등학교,초등학교,공립,서울특별시 강남구 개포로 401,37.48621414,127.0577406,2025-10-25
서울온수초등학교,초등학교,공립,서울특별시 구로구 부일로 893,37.49400506,126.8259667,2025-10-25
창덕여자중학교,중학교,공립,서울특별시 중구 정동길 22,37.5664328,126.9692102,2025-10-25
서울장곡초등학교,초등학교,공립,서울특별시 성북구 장월로23길 16,37.61683137,127.0481552,2025-10-25
서울강명초등학교,초등학교,공립,서울특별시 강동구 상일로 74-1,37.55470604,127.1733624,2025-10-25
양천중학교,중학교,공립,서울특별시 양천구 지양로7길 32,37.51900116,126.8305508,2025-10-25
서울사근초등학교,초등학교,공립,서울특별시 성동구 사근동11길 16,37.562685,127.047545,2025-10-25
신도중학교,중학교,공립,서울특별시 은평구 진관1로 77-30,37.63298366,126.9308787,2025-10-25
인창고등학교,고등학교,사립,서울특별시 서대문구 경기대로 65,37.56488513,126.9640232,2025-10-25
석관중학교,중학교,공립,서울특별시 성북구 한천로 526,37.60814014,127.0667131,2025-10-25
효문중학교,중학교,공립,서울특별시 도봉구 우이천로 432,37.65269871,127.0184005,2025-10-25
상현중학교,중학교,공립,서울특별시 동작구 사당로2길 2-19,37.49398955,126.9603433,2025-10-25
영락중학교,중학교,사립,서울특별시 은평구 백련산로 134-6,37.5969603,126.9251334,2025-10-25
서울안암초등학교,초등학교,공립,서울특별시 성북구 고려대로7가길 39,37.5871587,127.0220989,2025-10-25
선화예술고등학교,고등학교,사립,서울특별시 광진구 천호대로 664,37.5509798,127.0870952,2025-10-25
신광초등학교,초등학교,사립,서울특별시 용산구 청파로 263,37.54289988,126.9694475,2025-10-25
서울길음초등학교,초등학교,공립,서울특별시 성북구 길음로 142,37.61363115,127.01666,2025-10-25
서울연천초등학교,초등학교,공립,서울특별시 은평구 연서로34길 22,37.62134929,126.9299179,2025-10-25
서울상경초등학교,초등학교,공립,서울특별시 노원구 수락산로 237,37.67050507,127.0516742,2025-10-25
한양중학교,중학교,사립,서울특별시 중구 을지로 299,37.5658716,127.0114433,2025-10-25
잠일고등학교,고등학교,공립,서울특별시 송파구 백제고분로 21,37.514521,127.0825552,2025-10-25
성암여자중학교,중학교,사립,서울특별시 강북구 도봉로29길 52,37.62041353,127.0239059,2025-10-25
성사중학교,중학교,공립,서울특별시 마포구 모래내로9길 16,37.5680911,126.912683,2025-10-25
광운초등학교,초등학교,사립,서울특별시 성북구 한천로 694,37.61865113,127.0551517,2025-10-25
배곧해솔중학교,중학교,공립,경기도 시흥시 서울대학로 150-23,37.36006848,126.7172337,2025-10-25
경수중학교,중학교,공립,서울특별시 성동구 뚝섬로13길 14,37.53950904,127.0592712,2025-10-25
진선여자중학교,중학교,사립,서울특별시 강남구 선릉로85길 27,37.50232303,127.0482866,2025-10-25
풍납중학교,중학교,공립,서울특별시 송파구 올림픽로43길 20,37.52536544,127.1156283,2025-10-25
서울경수초등학교,초등학교,공립,서울특별시 성동구 뚝섬로13길 22,37.53950904,127.0592712,2025-10-25
배재중학교,중학교,사립,서울특별시 강동구 고덕로 227,37.55505939,127.1502473,2025-10-25
숭의여자중학교,중학교,사립,서울특별시 동작구 여의대방로36길 79,37.50736414,126.9292433,2025-10-25
서울계상초등학교,초등학교,공립,서울특별시 노원구 한글비석로41가길 24,37.66219777,127.0686777,2025-10-25
대원외국어고등학교,고등학교,사립,서울특별시 광진구 용마산로22길 26,37.56249279,127.0894374,2025-10-25
신도봉중학교,중학교,공립,서울특별시 도봉구 도봉로115길 16,37.64959473,127.0332017,2025-10-25
서울송전초등학교,초등학교,공립,서울특별시 송파구 석촌호수로 159,37.50881326,127.0951265,2025-10-25
예일초등학교,초등학교,사립,서울특별시 은평구 연서로 117,37.6109459,126.9147928,2025-10-25
서울백운초등학교,초등학교,공립,서울특별시 도봉구 삼양로146길 17,37.65264151,127.0136725,2025-10-25
수락중학교,중학교,공립,서울특별시 노원구 동일로 1729,37.68314469,127.0548083,2025-10-25
서울오봉초등학교,초등학교,공립,서울특별시 도봉구 시루봉로 285,37.67175795,127.040259,2025-10-25
홍익대학교사범대학부속여자고등학교,고등학교,사립,서울특별시 마포구 성미산로 51,37.55964474,126.9132084,2025-10-25
보인중학교,중학교,사립,서울특별시 송파구 오금로49길 18,37.4975692,127.1395178,2025-10-25
동성고등학교,고등학교,사립,서울특별시 종로구 대학로 156,37.58496996,127.0030619,2025-10-25
서울마장초등학교,초등학교,공립,서울특별시 성동구 마장로35나길 31,37.56830949,127.042128,2025-10-25
서울대신초등학교,초등학교,공립,서울특별시 서대문구 이화여대2길 27,37.55795026,126.9480572,2025-10-25
성보중학교,중학교,사립,서울특별시 관악구 남부순환로156길 39,37.48072837,126.9209573,2025-10-25
광남고등학교,고등학교,공립,서울특별시 광진구 아차산로70길 17-16,37.54151472,127.1012139,2025-10-25
서울성수초등학교,초등학교,공립,서울특별시 성동구 아차산로17길 21,37.54433609,127.0631674,2025-10-25
서울등명초등학교,초등학교,공립,서울특별시 강서구 강서로56나길 34,37.56089445,126.8423822,2025-10-25
화곡보건경영고등학교,고등학교,사립,서울특별시 강서구 강서로45길 70,37.5484056,126.8326573,2025-10-25
서울양전초등학교,초등학교,공립,서울특별시 강남구 개포로 513,37.49028284,127.0694253,2025-10-25
용강중학교,중학교,공립,서울특별시 용산구 이촌로65가길 91,37.52157693,126.9754853,2025-10-25
성덕여자중학교,중학교,사립,서울특별시 강동구 구천면로 396,37.54996367,127.1419039,2025-10-25
염광중학교,중학교,사립,서울특별시 노원구 월계로45가길 9,37.6302165,127.0492646,2025-10-25
월촌중학교,중학교,공립,서울특별시 양천구 목동서로 31,37.53706518,126.8827588,2025-10-25
아현중학교,중학교,공립,서울특별시 마포구 마포대로 247,37.55640071,126.9565,2025-10-25
서울동신초등학교,초등학교,공립,서울특별시 성북구 보문사길 50,37.58328787,127.017058,2025-10-25
서울삼전초등학교,초등학교,공립,서울특별시 송파구 백제고분로28길 19,37.50169984,127.0932689,2025-10-25
청량중학교,중학교,공립,서울특별시 동대문구 왕산로 301,37.58821921,127.0506225,2025-10-25
수명고등학교,고등학교,공립,서울특별시 강서구 수명로2길 15,37.54976186,126.8247662,2025-10-25
길음중학교,중학교,공립,서울특별시 성북구 길음로 144,37.61409036,127.0174557,2025-10-25
덕수중학교,중학교,공립,서울특별시 중구 마른내로9길 10,37.56557957,126.9969973,2025-10-25
불암고등학교,고등학교,공립,서울특별시 노원구 중계로 155,37.64915853,127.0803058,2025-10-25
서울영신초등학교,초등학교,공립,서울특별시 영등포구 도신로60길 23,37.51017196,126.9181917,2025-10-25
경복고등학교,고등학교,공립,서울특별시 종로구 자하문로28가길 9,37.58594567,126.9715109,2025-10-25
서울금북초등학교,초등학교,공립,서울특별시 성동구 행당로1길 13,37.55749549,127.0235067,2025-10-25
양정고등학교,고등학교,사립,서울특별시 양천구 안양천로 1039,37.53539226,126.8877343,2025-10-25
서울태릉초등학교,초등학교,공립,서울특별시 노원구 노원로1길 36,37.62310241,127.0850589,2025-10-25
신현고등학교,고등학교,공립,서울특별시 중랑구 봉화산로 174,37.60524904,127.0929499,2025-10-25
당곡중학교,중학교,공립,서울특별시 관악구 봉천로13길 101,37.4923589,126.9326777,2025-10-25
서울창천초등학교,초등학교,공립,서울특별시 마포구 백범로1길 56,37.55491782,126.9392951,2025-10-25
서울삼각산초등학교,초등학교,공립,서울특별시 강북구 삼양로19길 141,37.61614897,127.0145684,2025-10-25
동일중학교,중학교,사립,서울특별시 금천구 탑골로10길 45,37.45193626,126.9158199,2025-10-25
백암고등학교,고등학교,사립,서울특별시 양천구 신정로13길 16,37.51219626,126.844377,2025-10-25
서울은빛초등학교,초등학교,공립,서울특별시 은평구 진관3로 73-17,37.64153447,126.921856,2025-10-25
서울북가좌초등학교,초등학교,공립,서울특별시 서대문구 거북골로19길 20,37.57722021,126.9077782,2025-10-25
영동일고등학교,고등학교,사립,서울특별시 송파구 석촌호수로 93,37.51003447,127.089867,2025-10-25
성심여자고등학교,고등학교,사립,서울특별시 용산구 원효로19길 49,37.53420937,126.9545934,2025-10-25
서울중대초등학교,초등학교,공립,서울특별시 송파구 송파대로36길 8,37.4998119,127.1136055,2025-10-25
영동중학교,중학교,공립,서울특별시 서초구 성촌길 14,37.46598629,127.0251408,2025-10-25
송곡관광고등학교,고등학교,사립,서울특별시 중랑구 양원역로 67,37.60668904,127.1051455,2025-10-25
잠실여자중학교,중학교,사립,서울특별시 송파구 송파대로38길 8,37.50177714,127.1142413,2025-10-25
신서중학교,중학교,공립,서울특별시 양천구 중앙로 206,37.51596644,126.8550164,2025-10-25
영등포중학교,중학교,공립,서울특별시 동작구 등용로8길 5,37.5080846,126.9331435,2025-10-25
서울홍릉초등학교,초등학교,공립,서울특별시 동대문구 회기로 90,37.59068752,127.0477051,2025-10-25
연서중학교,중학교,공립,서울특별시 은평구 증산서길 125-6,37.58704446,126.9092766,2025-10-25
배화여자중학교,중학교,사립,서울특별시 종로구 필운대로1길 34,37.57954401,126.9672919,2025-10-25
광남중학교,중학교,공립,서울특별시 광진구 아차산로70길 17-62,37.54083041,127.1016205,2025-10-25
중경고등학교,고등학교,공립,서울특별시 용산구 이촌로84길 34,37.5176804,126.9756383,2025-10-25
서울계남초등학교,초등학교,공립,서울특별시 양천구 목동동로2길 54,37.51016776,126.8600159,2025-10-25
서울경동초등학교,초등학교,공립,서울특별시 성동구 성수일로 34,37.5438253,127.050074,2025-10-25
구일중학교,중학교,공립,서울특별시 구로구 구일로 90-133,37.49530091,126.8737702,2025-10-25
보성여자고등학교,고등학교,사립,서울특별시 용산구 신흥로3가길 66,37.54308154,126.9842996,2025-10-25
신창중학교,중학교,공립,서울특별시 노원구 월계로45길 92,37.6285588,127.0474776,2025-10-25
양강중학교,중학교,공립,서울특별시 양천구 중앙로 319,37.52491016,126.849688,2025-10-25
서울무학초등학교,초등학교,공립,서울특별시 성동구 무학봉15길 21,37.56327474,127.0296135,2025-10-25
상문고등학교,고등학교,사립,서울특별시 서초구 명달로 45,37.47975543,127.0039168,2025-10-25
화곡중학교,중학교,사립,서울특별시 강서구 강서로45길 70,37.5484056,126.8326573,2025-10-25
서울덕암초등학교,초등학교,공립,서울특별시 노원구 덕릉로112길 68,37.6666212,127.0814598,2025-10-25
강동중학교,중학교,공립,서울특별시 강동구 풍산로 237,37.56965025,127.177836,2025-10-25
서울내발산초등학교,초등학교,공립,서울특별시 강서구 강서로46길 23,37.55088255,126.8381642,2025-10-25
한성중학교,중학교,사립,서울특별시 서대문구 북아현로1길 24,37.55909644,126.9544565,2025-10-25
서울위례별초등학교,초등학교,공립,서울특별시 송파구 위례광장로 243,37.47908713,127.1450416,2025-10-25
서울서초초등학교,초등학교,공립,서울특별시 서초구 서운로 178,37.49904877,127.0248915,2025-10-25
경신고등학교,고등학교,사립,서울특별시 종로구 혜화로 74,37.59222582,126.999531,2025-10-25
성원중학교,중학교,공립,서울특별시 성동구 성덕정9가길 13,37.53945182,127.0513835,2025-10-25
서울국제고등학교,고등학교,공립,서울특별시 종로구 성균관로13길 40,37.59179115,126.9954907,2025-10-25
서울홍연초등학교,초등학교,공립,서울특별시 서대문구 백련사길 55,37.58211871,126.9306604,2025-10-25
서울신명초등학교,초등학교,공립,서울특별시 강동구 명일로24길 33,37.54092685,127.1499791,2025-10-25
경일고등학교,고등학교,공립,서울특별시 성동구 성수일로 27,37.54382982,127.0478683,2025-10-25
서울의료보건고등학교,고등학교,사립,서울특별시 중구 만리재로37길 30,37.55729809,126.9667727,2025-10-25
서울염창초등학교,초등학교,공립,서울특별시 강서구 양천로 646-28,37.55322614,126.8676002,2025-10-25
서울재동초등학교,초등학교,공립,서울특별시 종로구 북촌로4길 7,37.58002991,126.9851778,2025-10-25
서울조원초등학교,초등학교,공립,서울특별시 관악구 조원로 67,37.48417783,126.909581,2025-10-25
서울휘봉초등학교,초등학교,공립,서울특별시 동대문구 장안벚꽃로 309,37.58567641,127.0700416,2025-10-25
대왕중학교,중학교,공립,서울특별시 강남구 광평로20길 7,37.48346033,127.0873381,2025-10-25
마포중학교,중학교,사립,서울특별시 강서구 화곡로 403,37.55998867,126.8531334,2025-10-25
청원여자고등학교,고등학교,사립,서울특별시 노원구 한글비석로 506,37.66525155,127.0625329,2025-10-25
서울우면초등학교,초등학교,공립,서울특별시 서초구 태봉로 59,37.46471047,127.0237894,2025-10-25
경성고등학교,고등학교,사립,서울특별시 마포구 성미산로 111,37.56351064,126.9191663,2025-10-25
선일빅데이터고등학교,고등학교,사립,서울특별시 은평구 갈현로29길 27,37.62033713,126.9119931,2025-10-25
중앙여자중학교,중학교,사립,서울특별시 서대문구 북아현로11가길 7,37.56317672,126.9540593,2025-10-25
서울동자초등학교,초등학교,공립,서울특별시 광진구 뚝섬로 561,37.53505821,127.0721792,2025-10-25
동구여자중학교,중학교,사립,서울특별시 성북구 성북로8길 71,37.5941935,127.0082153,2025-10-25
상일여자고등학교,고등학교,사립,서울특별시 강동구 천호대로219길 61,37.54858748,127.1708235,2025-10-25
서울상일초등학교,초등학교,공립,서울특별시 강동구 천호대로 1477,37.54757217,127.1726635,2025-10-25
미성중학교,중학교,공립,서울특별시 관악구 문성로16길 40,37.47538281,126.9120889,2025-10-25
광희중학교,중학교,공립,서울특별시 성동구 독서당로62길 46,37.55115453,127.03398,2025-10-25
서울대조초등학교,초등학교,공립,서울특별시 은평구 연서로18길 17,37.61357914,126.9193022,2025-10-25
양동중학교,중학교,공립,서울특별시 양천구 목동중앙북로 49,37.54836875,126.8687172,2025-10-25
서울서일초등학교,초등학교,공립,서울특별시 서초구 남부순환로339길 38,37.48529778,127.0221598,2025-10-25
공항고등학교,고등학교,공립,서울특별시 강서구 방화대로34길 43,37.57046109,126.8185198,2025-10-25
장훈고등학교,고등학교,사립,서울특별시 영등포구 영등포로64길 26,37.51334559,126.9162285,2025-10-25
신암중학교,중학교,공립,서울특별시 강동구 고덕로 65,37.55636169,127.1336043,2025-10-25
상일미디어고등학교,고등학교,사립,서울특별시 강동구 천호대로219길 61,37.54858748,127.1708235,2025-10-25
